"ψi:simple","ψf:simple","ψi:idx","ψf:idx","Ei/K","Ef/K","λ/nm","Δλ/nm","τ*n^3/s","AMD/n^3/s^-1"
"4F3/2","4I15/2",27,19,11600.,5802.,1724.,5.,0.000328,3040.
"4F3/2","4I15/2",27,20,11600.,5871.,1745.,5.,0.00108,925.
"4F3/2","4I15/2",27,21,11600.,5998.,1785.,5.,0.00186,537.
"4F3/2","4I15/2",27,22,11600.,6162.,1838.,6.,0.0052,192.
"4F3/2","4I15/2",27,23,11600.,6183.,1845.,6.,0.00143,697.
"4F3/2","4I15/2",27,24,11600.,6312.,1890.,6.,0.00394,253.
"4F3/2","4I15/2",27,25,11600.,6443.,1939.,6.,0.000148,6720.
"4F3/2","4I15/2",27,26,11600.,6536.,1974.,7.,0.000194,5140.
"4F3/2","4I9/2",28,1,11643.,0.,858.,1.,0.00476,209.
"4F3/2","4I9/2",28,2,11643.,47.,862.,1.,0.0235,42.3
"4F3/2","4I9/2",28,3,11643.,149.,870.,1.,0.012,83.1
"4F3/2","4I9/2",28,4,11643.,300.,881.,1.,0.00321,311.
"4F3/2","4I9/2",28,5,11643.,508.,898.,1.,0.00478,208.
"4F3/2","4I11/2",28,6,11643.,1975.,1034.,1.,0.0018,553.
"4F3/2","4I11/2",28,7,11643.,2038.,1041.,1.,0.0367,27.2
"4F3/2","4I11/2",28,8,11643.,2081.,1045.,2.,0.0281,35.4
"4F3/2","4I11/2",28,9,11643.,2100.,1047.,2.,0.227,4.4
"4F3/2","4I11/2",28,10,11643.,2203.,1059.,2.,0.00548,182.
"4F3/2","4I11/2",28,11,11643.,2236.,1063.,2.,0.0512,19.4
"4F3/2","4I13/2",28,12,11643.,3914.,1293.,3.,0.000218,4570.
"4F3/2","4I13/2",28,13,11643.,3982.,1305.,3.,0.0292,34.2
"4F3/2","4I13/2",28,14,11643.,4045.,1316.,3.,0.0238,41.9
"4F3/2","4I13/2",28,15,11643.,4099.,1325.,3.,0.0689,14.5
"4F3/2","4I13/2",28,16,11643.,4127.,1330.,3.,0.0128,77.6
"4F3/2","4I13/2",28,17,11643.,4217.,1346.,3.,0.00408,245.
"4F3/2","4I13/2",28,18,11643.,4278.,1357.,3.,0.0104,96.
"4F3/2","4I15/2",28,19,11643.,5802.,1712.,5.,0.000418,2380.
"4F3/2","4I15/2",28,20,11643.,5871.,1732.,5.,0.000134,7450.
"4F3/2","4I15/2",28,21,11643.,5998.,1771.,5.,0.000246,4040.
"4F3/2","4I15/2",28,22,11643.,6162.,1824.,6.,0.000214,4660.
"4F3/2","4I15/2",28,23,11643.,6183.,1831.,6.,0.000376,2650.
"4F3/2","4I15/2",28,24,11643.,6312.,1875.,6.,0.000186,5350.
"4F3/2","4I15/2",28,25,11643.,6443.,1923.,6.,0.000765,1300.
"4F3/2","4I15/2",28,26,11643.,6536.,1957.,7.,0.0000685,14500.
"4F3/2","4F3/2",28,27,11643.,11600.,230000.,90000.,2.55e-8,3.91e7
"2H9/2","4I9/2",29,1,12582.,0.,794.,1.,0.001,998.
"2H9/2","4I9/2",29,2,12582.,47.,797.,1.,0.0221,45.1
"2H9/2","4I9/2",29,3,12582.,149.,804.,1.,0.0539,18.5
"2H9/2","4I9/2",29,4,12582.,300.,814.,1.,7.24e-6,138000.
"2H9/2","4I9/2",29,5,12582.,508.,828.,1.,0.104,9.52
"2H9/2","4I11/2",29,6,12582.,1975.,942.,1.,0.000631,1580.
"2H9/2","4I11/2",29,7,12582.,2038.,948.,1.,0.00985,101.
"2H9/2","4I11/2",29,8,12582.,2081.,952.,1.,0.000424,2350.
"2H9/2","4I11/2",29,9,12582.,2100.,954.,1.,0.00926,107.
"2H9/2","4I11/2",29,10,12582.,2203.,963.,1.,0.139,7.15
"2H9/2","4I11/2",29,11,12582.,2236.,966.,1.,0.246,4.05
"2H9/2","4I13/2",29,12,12582.,3914.,1153.,2.,0.000334,2980.
"2H9/2","4I13/2",29,13,12582.,3982.,1162.,2.,0.00729,137.
"2H9/2","4I13/2",29,14,12582.,4045.,1171.,2.,0.00929,107.
"2H9/2","4I13/2",29,15,12582.,4099.,1178.,2.,0.00136,732.
"2H9/2","4I13/2",29,16,12582.,4127.,1182.,2.,0.0000221,45100.
"2H9/2","4I13/2",29,17,12582.,4217.,1195.,2.,0.0281,35.5
"2H9/2","4I13/2",29,18,12582.,4278.,1204.,2.,0.00312,320.
"2H9/2","4I15/2",29,19,12582.,5802.,1475.,3.,0.00144,690.
"2H9/2","4I15/2",29,20,12582.,5871.,1490.,4.,0.0039,256.
"2H9/2","4I15/2",29,21,12582.,5998.,1518.,4.,0.000946,1050.
"2H9/2","4I15/2",29,22,12582.,6162.,1557.,4.,0.00151,659.
"2H9/2","4I15/2",29,23,12582.,6183.,1562.,4.,0.0000618,16100.
"2H9/2","4I15/2",29,24,12582.,6312.,1594.,4.,0.000691,1440.
"2H9/2","4I15/2",29,25,12582.,6443.,1628.,4.,0.000211,4730.
"2H9/2","4I15/2",29,26,12582.,6536.,1653.,5.,0.0000256,38900.
"2H9/2","4F3/2",29,27,12582.,11600.,10100.,100.,0.0021,473.
"2H9/2","4F3/2",29,28,12582.,11643.,10600.,200.,0.000967,1030.
"4F5/2","4I9/2",30,1,12600.,0.,793.,1.,0.0888,11.2
"4F5/2","4I9/2",30,2,12600.,47.,796.,1.,0.0196,50.8
"4F5/2","4I9/2",30,3,12600.,149.,803.,1.,0.000569,1750.
"4F5/2","4I9/2",30,4,12600.,300.,812.,1.,0.15,6.65
"4F5/2","4I9/2",30,5,12600.,508.,826.,1.,0.0106,93.7
"4F5/2","4I11/2",30,6,12600.,1975.,941.,1.,0.00373,267.
"4F5/2","4I11/2",30,7,12600.,2038.,946.,1.,0.0107,92.8
"4F5/2","4I11/2",30,8,12600.,2081.,950.,1.,0.0299,33.3
"4F5/2","4I11/2",30,9,12600.,2100.,952.,1.,0.0129,77.1
"4F5/2","4I11/2",30,10,12600.,2203.,961.,1.,0.014,71.3
"4F5/2","4I11/2",30,11,12600.,2236.,964.,1.,0.00697,143.
"4F5/2","4I13/2",30,12,12600.,3914.,1151.,2.,0.0237,42.
"4F5/2","4I13/2",30,13,12600.,3982.,1160.,2.,0.000781,1270.
"4F5/2","4I13/2",30,14,12600.,4045.,1168.,2.,0.00438,227.
"4F5/2","4I13/2",30,15,12600.,4099.,1176.,2.,0.0106,94.3
"4F5/2","4I13/2",30,16,12600.,4127.,1180.,2.,0.0131,76.
"4F5/2","4I13/2",30,17,12600.,4217.,1192.,2.,0.0331,30.1
"4F5/2","4I13/2",30,18,12600.,4278.,1201.,2.,0.0307,32.4
"4F5/2","4I15/2",30,19,12600.,5802.,1471.,3.,0.0573,17.4
"4F5/2","4I15/2",30,20,12600.,5871.,1485.,4.,0.0364,27.4
"4F5/2","4I15/2",30,21,12600.,5998.,1514.,4.,0.0016,624.
"4F5/2","4I15/2",30,22,12600.,6162.,1553.,4.,0.00296,337.
"4F5/2","4I15/2",30,23,12600.,6183.,1558.,4.,0.00844,118.
"4F5/2","4I15/2",30,24,12600.,6312.,1590.,4.,0.00176,566.
"4F5/2","4I15/2",30,25,12600.,6443.,1624.,4.,0.00183,546.
"4F5/2","4I15/2",30,26,12600.,6536.,1648.,4.,0.00803,124.
"4F5/2","4F3/2",30,27,12600.,11600.,9900.,100.,0.024,41.5
"4F5/2","4F3/2",30,28,12600.,11643.,10400.,200.,0.00688,145.
"4F5/2","2H9/2",30,29,12600.,12582.,500000.,500000.,1.13e-7,8.82e6
"4F5/2","4I9/2",31,1,12638.,0.,791.,1.,0.0355,28.1
"4F5/2","4I9/2",31,2,12638.,47.,794.,1.,0.00543,183.
"4F5/2","4I9/2",31,3,12638.,149.,800.,1.,0.00412,242.
"4F5/2","4I9/2",31,4,12638.,300.,810.,1.,0.0412,24.2
"4F5/2","4I9/2",31,5,12638.,508.,824.,1.,0.00744,134.
"4F5/2","4I11/2",31,6,12638.,1975.,937.,1.,0.00813,122.
"4F5/2","4I11/2",31,7,12638.,2038.,943.,1.,0.00298,335.
"4F5/2","4I11/2",31,8,12638.,2081.,947.,1.,0.0891,11.2
"4F5/2","4I11/2",31,9,12638.,2100.,948.,1.,0.232,4.3
"4F5/2","4I11/2",31,10,12638.,2203.,958.,1.,0.00747,133.
"4F5/2","4I11/2",31,11,12638.,2236.,961.,1.,0.00475,210.
"4F5/2","4I13/2",31,12,12638.,3914.,1146.,2.,0.0536,18.6
"4F5/2","4I13/2",31,13,12638.,3982.,1155.,2.,0.00367,271.
"4F5/2","4I13/2",31,14,12638.,4045.,1163.,2.,0.00356,280.
"4F5/2","4I13/2",31,15,12638.,4099.,1171.,2.,0.00888,112.
"4F5/2","4I13/2",31,16,12638.,4127.,1174.,2.,0.000577,1730.
"4F5/2","4I13/2",31,17,12638.,4217.,1187.,2.,0.0155,64.3
"4F5/2","4I13/2",31,18,12638.,4278.,1196.,2.,0.0635,15.7
"4F5/2","4I15/2",31,19,12638.,5802.,1462.,3.,0.008,124.
"4F5/2","4I15/2",31,20,12638.,5871.,1477.,4.,0.00855,116.
"4F5/2","4I15/2",31,21,12638.,5998.,1505.,4.,0.000143,6950.
"4F5/2","4I15/2",31,22,12638.,6162.,1544.,4.,0.00663,150.
"4F5/2","4I15/2",31,23,12638.,6183.,1549.,4.,0.000818,1220.
"4F5/2","4I15/2",31,24,12638.,6312.,1580.,4.,0.000393,2530.
"4F5/2","4I15/2",31,25,12638.,6443.,1614.,4.,0.00909,109.
"4F5/2","4I15/2",31,26,12638.,6536.,1638.,4.,0.000916,1090.
"4F5/2","4F3/2",31,27,12638.,11600.,9600.,100.,0.00607,164.
"4F5/2","4F3/2",31,28,12638.,11643.,10000.,100.,0.00486,205.
"4F5/2","2H9/2",31,29,12638.,12582.,170000.,50000.,1.68e-6,594000.
"4F5/2","4F5/2",31,30,12638.,12600.,200000.,100000.,9.53e-7,1.04e6
"4F5/2","4I9/2",32,1,12685.,0.,788.,1.,0.0565,17.6
"4F5/2","4I9/2",32,2,12685.,47.,791.,1.,0.0475,21.
"4F5/2","4I9/2",32,3,12685.,149.,797.,1.,0.00711,140.
"4F5/2","4I9/2",32,4,12685.,300.,807.,1.,0.0148,67.3
"4F5/2","4I9/2",32,5,12685.,508.,821.,1.,0.0108,91.7
"4F5/2","4I11/2",32,6,12685.,1975.,933.,1.,0.0000937,10600.
"4F5/2","4I11/2",32,7,12685.,2038.,939.,1.,0.0222,44.8
"4F5/2","4I11/2",32,8,12685.,2081.,943.,1.,0.0403,24.7
"4F5/2","4I11/2",32,9,12685.,2100.,944.,1.,0.00565,176.
"4F5/2","4I11/2",32,10,12685.,2203.,954.,1.,0.0254,39.2
"4F5/2","4I11/2",32,11,12685.,2236.,957.,1.,0.0391,25.5
"4F5/2","4I13/2",32,12,12685.,3914.,1140.,2.,0.000012,83000.
"4F5/2","4I13/2",32,13,12685.,3982.,1149.,2.,0.0069,144.
"4F5/2","4I13/2",32,14,12685.,4045.,1157.,2.,0.0688,14.5
"4F5/2","4I13/2",32,15,12685.,4099.,1164.,2.,0.000212,4690.
"4F5/2","4I13/2",32,16,12685.,4127.,1168.,2.,0.0394,25.3
"4F5/2","4I13/2",32,17,12685.,4217.,1180.,2.,0.00511,195.
"4F5/2","4I13/2",32,18,12685.,4278.,1189.,2.,0.00904,110.
"4F5/2","4I15/2",32,19,12685.,5802.,1452.,3.,0.00594,168.
"4F5/2","4I15/2",32,20,12685.,5871.,1467.,3.,0.0189,52.6
"4F5/2","4I15/2",32,21,12685.,5998.,1495.,4.,0.0186,53.7
"4F5/2","4I15/2",32,22,12685.,6162.,1532.,4.,0.000976,1020.
"4F5/2","4I15/2",32,23,12685.,6183.,1537.,4.,0.00302,331.
"4F5/2","4I15/2",32,24,12685.,6312.,1569.,4.,0.000918,1080.
"4F5/2","4I15/2",32,25,12685.,6443.,1602.,4.,0.00228,437.
"4F5/2","4I15/2",32,26,12685.,6536.,1626.,4.,0.0000759,13100.
"4F5/2","4F3/2",32,27,12685.,11600.,9200.,100.,0.00321,311.
"4F5/2","4F3/2",32,28,12685.,11643.,9500.,100.,0.0164,60.6
"4F5/2","2H9/2",32,29,12685.,12582.,90000.,10000.,5.45e-7,1.83e6
"4F5/2","4F5/2",32,30,12685.,12600.,110000.,20000.,0.0000228,43800.
"4F5/2","4F5/2",32,31,12685.,12638.,210000.,80000.,5.31e-7,1.88e6
"4F5/2","4I9/2",33,1,12708.,0.,786.,1.,0.0591,16.9
"4F5/2","4I9/2",33,2,12708.,47.,789.,1.,0.0436,22.9
"4F5/2","4I9/2",33,3,12708.,149.,796.,1.,0.248,4.01
"4F5/2","4I9/2",33,4,12708.,300.,805.,1.,0.0473,21.1
"4F5/2","4I9/2",33,5,12708.,508.,819.,1.,0.00758,131.
"4F5/2","4I11/2",33,6,12708.,1975.,931.,1.,0.0304,32.8
"4F5/2","4I11/2",33,7,12708.,2038.,937.,1.,0.000865,1150.
"4F5/2","4I11/2",33,8,12708.,2081.,940.,1.,0.0689,14.5
"4F5/2","4I11/2",33,9,12708.,2100.,942.,1.,0.125,7.95
"4F5/2","4I11/2",33,10,12708.,2203.,951.,1.,0.0000924,10800.
"4F5/2","4I11/2",33,11,12708.,2236.,954.,1.,0.000231,4310.
"4F5/2","4I13/2",33,12,12708.,3914.,1137.,2.,0.0483,20.6
"4F5/2","4I13/2",33,13,12708.,3982.,1145.,2.,0.00431,231.
"4F5/2","4I13/2",33,14,12708.,4045.,1154.,2.,0.0502,19.9
"4F5/2","4I13/2",33,15,12708.,4099.,1161.,2.,0.0188,53.
"4F5/2","4I13/2",33,16,12708.,4127.,1165.,2.,0.00562,177.
"4F5/2","4I13/2",33,17,12708.,4217.,1177.,2.,0.0211,47.3
"4F5/2","4I13/2",33,18,12708.,4278.,1186.,2.,0.0553,18.
"4F5/2","4I15/2",33,19,12708.,5802.,1448.,3.,0.0035,285.
"4F5/2","4I15/2",33,20,12708.,5871.,1462.,3.,0.00307,324.
"4F5/2","4I15/2",33,21,12708.,5998.,1490.,4.,0.00709,140.
"4F5/2","4I15/2",33,22,12708.,6162.,1527.,4.,0.00672,148.
"4F5/2","4I15/2",33,23,12708.,6183.,1532.,4.,0.00741,134.
"4F5/2","4I15/2",33,24,12708.,6312.,1563.,4.,0.000221,4510.
"4F5/2","4I15/2",33,25,12708.,6443.,1596.,4.,0.00221,450.
"4F5/2","4I15/2",33,26,12708.,6536.,1620.,4.,0.0454,22.
"4F5/2","4F3/2",33,27,12708.,11600.,9000.,100.,0.0218,45.8
"4F5/2","4F3/2",33,28,12708.,11643.,9300.,100.,0.00559,178.
"4F5/2","2H9/2",33,29,12708.,12582.,70000.,10000.,1.73e-6,576000.
"4F5/2","4F5/2",33,30,12708.,12600.,90000.,10000.,0.0000418,23800.
"4F5/2","4F5/2",33,31,12708.,12638.,140000.,30000.,2.12e-6,470000.
"4F5/2","4F5/2",33,32,12708.,12685.,400000.,300000.,2.45e-8,4.07e7
"2H9/2","4I9/2",34,1,12766.,0.,783.,1.,0.348,2.87
"2H9/2","4I9/2",34,2,12766.,47.,786.,1.,0.0114,87.1
"2H9/2","4I9/2",34,3,12766.,149.,792.,1.,0.137,7.27
"2H9/2","4I9/2",34,4,12766.,300.,802.,1.,0.342,2.92
"2H9/2","4I9/2",34,5,12766.,508.,815.,1.,0.271,3.68
"2H9/2","4I11/2",34,6,12766.,1975.,926.,1.,0.169,5.88
"2H9/2","4I11/2",34,7,12766.,2038.,932.,1.,0.0433,23.
"2H9/2","4I11/2",34,8,12766.,2081.,935.,1.,0.00674,148.
"2H9/2","4I11/2",34,9,12766.,2100.,937.,1.,0.0525,19.
"2H9/2","4I11/2",34,10,12766.,2203.,946.,1.,0.0391,25.5
"2H9/2","4I11/2",34,11,12766.,2236.,949.,1.,0.00485,205.
"2H9/2","4I13/2",34,12,12766.,3914.,1129.,2.,0.00612,163.
"2H9/2","4I13/2",34,13,12766.,3982.,1138.,2.,0.00617,162.
"2H9/2","4I13/2",34,14,12766.,4045.,1146.,2.,0.0147,67.9
"2H9/2","4I13/2",34,15,12766.,4099.,1153.,2.,0.00729,137.
"2H9/2","4I13/2",34,16,12766.,4127.,1157.,2.,0.00113,884.
"2H9/2","4I13/2",34,17,12766.,4217.,1169.,2.,0.0213,46.9
"2H9/2","4I13/2",34,18,12766.,4278.,1178.,2.,0.000157,6360.
"2H9/2","4I15/2",34,19,12766.,5802.,1436.,3.,0.00212,470.
"2H9/2","4I15/2",34,20,12766.,5871.,1450.,3.,0.00195,512.
"2H9/2","4I15/2",34,21,12766.,5998.,1477.,4.,0.00589,169.
"2H9/2","4I15/2",34,22,12766.,6162.,1514.,4.,0.00427,234.
"2H9/2","4I15/2",34,23,12766.,6183.,1519.,4.,0.016,62.2
"2H9/2","4I15/2",34,24,12766.,6312.,1549.,4.,0.00101,980.
"2H9/2","4I15/2",34,25,12766.,6443.,1581.,4.,0.0103,96.7
"2H9/2","4I15/2",34,26,12766.,6536.,1605.,4.,0.008,124.
"2H9/2","4F3/2",34,27,12766.,11600.,8500.,100.,0.000529,1890.
"2H9/2","4F3/2",34,28,12766.,11643.,8900.,100.,0.000492,2020.
"2H9/2","2H9/2",34,29,12766.,12582.,54000.,5000.,0.000411,2430.
"2H9/2","4F5/2",34,30,12766.,12600.,60000.,6000.,7.51e-7,1.33e6
"2H9/2","4F5/2",34,31,12766.,12638.,70000.,10000.,0.000199,5000.
"2H9/2","4F5/2",34,32,12766.,12685.,120000.,20000.,9.17e-6,109000.
"2H9/2","4F5/2",34,33,12766.,12708.,170000.,50000.,2.98e-6,334000.
"2H9/2","4I9/2",35,1,12851.,0.,778.,1.,0.103,9.66
"2H9/2","4I9/2",35,2,12851.,47.,781.,1.,0.0896,11.1
"2H9/2","4I9/2",35,3,12851.,149.,787.,1.,0.00144,694.
"2H9/2","4I9/2",35,4,12851.,300.,796.,1.,0.302,3.3
"2H9/2","4I9/2",35,5,12851.,508.,810.,1.,0.14,7.1
"2H9/2","4I11/2",35,6,12851.,1975.,919.,1.,0.111,8.94
"2H9/2","4I11/2",35,7,12851.,2038.,924.,1.,0.197,5.05
"2H9/2","4I11/2",35,8,12851.,2081.,928.,1.,0.00142,703.
"2H9/2","4I11/2",35,9,12851.,2100.,930.,1.,0.0212,47.1
"2H9/2","4I11/2",35,10,12851.,2203.,939.,1.,0.000717,1390.
"2H9/2","4I11/2",35,11,12851.,2236.,942.,1.,0.00193,516.
"2H9/2","4I13/2",35,12,12851.,3914.,1118.,2.,0.00223,448.
"2H9/2","4I13/2",35,13,12851.,3982.,1127.,2.,0.00819,122.
"2H9/2","4I13/2",35,14,12851.,4045.,1135.,2.,0.00738,135.
"2H9/2","4I13/2",35,15,12851.,4099.,1142.,2.,5.29e-6,188000.
"2H9/2","4I13/2",35,16,12851.,4127.,1146.,2.,0.0149,66.8
"2H9/2","4I13/2",35,17,12851.,4217.,1158.,2.,0.00913,109.
"2H9/2","4I13/2",35,18,12851.,4278.,1166.,2.,0.000683,1460.
"2H9/2","4I15/2",35,19,12851.,5802.,1418.,3.,0.00352,283.
"2H9/2","4I15/2",35,20,12851.,5871.,1432.,3.,0.000994,1000.
"2H9/2","4I15/2",35,21,12851.,5998.,1459.,3.,0.000848,1170.
"2H9/2","4I15/2",35,22,12851.,6162.,1494.,4.,0.0017,588.
"2H9/2","4I15/2",35,23,12851.,6183.,1499.,4.,0.0163,61.
"2H9/2","4I15/2",35,24,12851.,6312.,1529.,4.,0.00192,518.
"2H9/2","4I15/2",35,25,12851.,6443.,1560.,4.,0.0000653,15300.
"2H9/2","4I15/2",35,26,12851.,6536.,1583.,4.,0.00379,263.
"2H9/2","4F3/2",35,27,12851.,11600.,7900.,100.,0.000852,1170.
"2H9/2","4F3/2",35,28,12851.,11643.,8200.,100.,0.00141,704.
"2H9/2","2H9/2",35,29,12851.,12582.,37000.,2000.,0.000488,2040.
"2H9/2","4F5/2",35,30,12851.,12600.,39000.,2000.,0.0000482,20700.
"2H9/2","4F5/2",35,31,12851.,12638.,47000.,4000.,0.000502,1990.
"2H9/2","4F5/2",35,32,12851.,12685.,60000.,6000.,0.0000143,69500.
"2H9/2","4F5/2",35,33,12851.,12708.,70000.,9000.,0.0000351,28400.
"2H9/2","2H9/2",35,34,12851.,12766.,110000.,20000.,3.93e-7,2.54e6
"2H9/2","4I9/2",36,1,12879.,0.,776.,1.,0.15,6.63
"2H9/2","4I9/2",36,2,12879.,47.,779.,1.,0.173,5.76
"2H9/2","4I9/2",36,3,12879.,149.,785.,1.,0.213,4.69
"2H9/2","4I9/2",36,4,12879.,300.,794.,1.,0.182,5.49
"2H9/2","4I9/2",36,5,12879.,508.,808.,1.,0.404,2.47
"2H9/2","4I11/2",36,6,12879.,1975.,917.,1.,0.0445,22.4
"2H9/2","4I11/2",36,7,12879.,2038.,922.,1.,0.241,4.14
"2H9/2","4I11/2",36,8,12879.,2081.,926.,1.,0.0969,10.3
"2H9/2","4I11/2",36,9,12879.,2100.,927.,1.,0.00792,126.
"2H9/2","4I11/2",36,10,12879.,2203.,936.,1.,0.0959,10.4
"2H9/2","4I11/2",36,11,12879.,2236.,939.,1.,0.0155,64.2
"2H9/2","4I13/2",36,12,12879.,3914.,1115.,2.,0.000521,1910.
"2H9/2","4I13/2",36,13,12879.,3982.,1123.,2.,0.00447,223.
"2H9/2","4I13/2",36,14,12879.,4045.,1131.,2.,0.004,249.
"2H9/2","4I13/2",36,15,12879.,4099.,1138.,2.,2.92e-7,3.41e6
"2H9/2","4I13/2",36,16,12879.,4127.,1142.,2.,0.00184,541.
"2H9/2","4I13/2",36,17,12879.,4217.,1154.,2.,0.000555,1800.
"2H9/2","4I13/2",36,18,12879.,4278.,1162.,2.,0.00328,304.
"2H9/2","4I15/2",36,19,12879.,5802.,1413.,3.,0.00482,207.
"2H9/2","4I15/2",36,20,12879.,5871.,1426.,3.,0.00226,441.
"2H9/2","4I15/2",36,21,12879.,5998.,1453.,3.,0.00446,224.
"2H9/2","4I15/2",36,22,12879.,6162.,1488.,4.,0.00493,202.
"2H9/2","4I15/2",36,23,12879.,6183.,1493.,4.,0.0000236,42200.
"2H9/2","4I15/2",36,24,12879.,6312.,1522.,4.,0.00435,229.
"2H9/2","4I15/2",36,25,12879.,6443.,1553.,4.,0.000228,4370.
"2H9/2","4I15/2",36,26,12879.,6536.,1576.,4.,0.000799,1250.
"2H9/2","4F3/2",36,27,12879.,11600.,7800.,100.,0.000277,3600.
"2H9/2","4F3/2",36,28,12879.,11643.,8000.,100.,0.000549,1810.
"2H9/2","2H9/2",36,29,12879.,12582.,33000.,2000.,0.00181,550.
"2H9/2","4F5/2",36,30,12879.,12600.,35000.,2000.,0.000233,4280.
"2H9/2","4F5/2",36,31,12879.,12638.,41000.,3000.,0.000233,4280.
"2H9/2","4F5/2",36,32,12879.,12685.,51000.,4000.,0.000225,4420.
"2H9/2","4F5/2",36,33,12879.,12708.,58000.,6000.,0.0000794,12500.
"2H9/2","2H9/2",36,34,12879.,12766.,80000.,10000.,0.0000812,12300.
"2H9/2","2H9/2",36,35,12879.,12851.,300000.,200000.,2.34e-6,426000.
"4F7/2","4I9/2",37,1,13524.,0.,739.,1.,0.0356,28.
"4F7/2","4I9/2",37,2,13524.,47.,742.,1.,0.00819,121.
"4F7/2","4I9/2",37,3,13524.,149.,747.,1.,0.0524,19.
"4F7/2","4I9/2",37,4,13524.,300.,756.,1.,0.0215,46.4
"4F7/2","4I9/2",37,5,13524.,508.,768.,1.,0.0139,71.9
"4F7/2","4I11/2",37,6,13524.,1975.,865.,1.,0.00024,4150.
"4F7/2","4I11/2",37,7,13524.,2038.,870.,1.,0.0123,80.9
"4F7/2","4I11/2",37,8,13524.,2081.,873.,1.,0.0016,621.
"4F7/2","4I11/2",37,9,13524.,2100.,875.,1.,0.0215,46.4
"4F7/2","4I11/2",37,10,13524.,2203.,883.,1.,0.0133,75.1
"4F7/2","4I11/2",37,11,13524.,2236.,885.,1.,0.1,9.91
"4F7/2","4I13/2",37,12,13524.,3914.,1040.,1.,0.00027,3690.
"4F7/2","4I13/2",37,13,13524.,3982.,1048.,2.,0.0000533,18700.
"4F7/2","4I13/2",37,14,13524.,4045.,1055.,2.,0.000606,1640.
"4F7/2","4I13/2",37,15,13524.,4099.,1061.,2.,0.00887,112.
"4F7/2","4I13/2",37,16,13524.,4127.,1064.,2.,0.0034,293.
"4F7/2","4I13/2",37,17,13524.,4217.,1074.,2.,0.00395,252.
"4F7/2","4I13/2",37,18,13524.,4278.,1081.,2.,0.000254,3930.
"4F7/2","4I15/2",37,19,13524.,5802.,1295.,3.,0.00155,644.
"4F7/2","4I15/2",37,20,13524.,5871.,1306.,3.,0.0036,277.
"4F7/2","4I15/2",37,21,13524.,5998.,1328.,3.,0.00478,208.
"4F7/2","4I15/2",37,22,13524.,6162.,1358.,3.,0.01,99.6
"4F7/2","4I15/2",37,23,13524.,6183.,1362.,3.,0.0135,73.9
"4F7/2","4I15/2",37,24,13524.,6312.,1386.,3.,0.00677,147.
"4F7/2","4I15/2",37,25,13524.,6443.,1412.,3.,0.0108,92.
"4F7/2","4I15/2",37,26,13524.,6536.,1431.,3.,0.000748,1330.
"4F7/2","4F3/2",37,27,13524.,11600.,5190.,40.,0.00113,879.
"4F7/2","4F3/2",37,28,13524.,11643.,5310.,50.,0.000488,2040.
"4F7/2","2H9/2",37,29,13524.,12582.,10600.,200.,0.00086,1160.
"4F7/2","4F5/2",37,30,13524.,12600.,10800.,200.,0.0177,56.3
"4F7/2","4F5/2",37,31,13524.,12638.,11200.,200.,0.00473,211.
"4F7/2","4F5/2",37,32,13524.,12685.,11900.,200.,0.000796,1250.
"4F7/2","4F5/2",37,33,13524.,12708.,12200.,200.,0.00614,162.
"4F7/2","2H9/2",37,34,13524.,12766.,13100.,300.,0.0000256,38900.
"4F7/2","2H9/2",37,35,13524.,12851.,14800.,400.,0.000309,3220.
"4F7/2","2H9/2",37,36,13524.,12879.,15500.,400.,0.000521,1910.
"4F7/2","4I9/2",38,1,13593.,0.,735.6,0.9,0.00881,113.
"4F7/2","4I9/2",38,2,13593.,47.,738.,1.,0.00258,387.
"4F7/2","4I9/2",38,3,13593.,149.,743.,1.,0.0514,19.4
"4F7/2","4I9/2",38,4,13593.,300.,752.,1.,0.00342,292.
"4F7/2","4I9/2",38,5,13593.,508.,764.,1.,0.0437,22.8
"4F7/2","4I11/2",38,6,13593.,1975.,860.,1.,0.00515,193.
"4F7/2","4I11/2",38,7,13593.,2038.,865.,1.,0.0027,369.
"4F7/2","4I11/2",38,8,13593.,2081.,868.,1.,0.0415,24.
"4F7/2","4I11/2",38,9,13593.,2100.,870.,1.,0.0109,91.1
"4F7/2","4I11/2",38,10,13593.,2203.,878.,1.,0.0654,15.2
"4F7/2","4I11/2",38,11,13593.,2236.,880.,1.,0.028,35.7
"4F7/2","4I13/2",38,12,13593.,3914.,1033.,1.,0.000258,3870.
"4F7/2","4I13/2",38,13,13593.,3982.,1040.,1.,0.000841,1180.
"4F7/2","4I13/2",38,14,13593.,4045.,1047.,2.,0.000689,1450.
"4F7/2","4I13/2",38,15,13593.,4099.,1053.,2.,0.0016,621.
"4F7/2","4I13/2",38,16,13593.,4127.,1056.,2.,0.0166,60.
"4F7/2","4I13/2",38,17,13593.,4217.,1066.,2.,0.00747,133.
"4F7/2","4I13/2",38,18,13593.,4278.,1073.,2.,0.000871,1140.
"4F7/2","4I15/2",38,19,13593.,5802.,1283.,3.,0.0101,98.7
"4F7/2","4I15/2",38,20,13593.,5871.,1295.,3.,0.0227,43.9
"4F7/2","4I15/2",38,21,13593.,5998.,1316.,3.,0.0342,29.2
"4F7/2","4I15/2",38,22,13593.,6162.,1345.,3.,0.00217,459.
